x1,x2,x3,x4,x5,classe
-1.0668463178514558,-0.17462050733777817,0.1355067894263718,1.3669494774364443,-0.5227220380246694,A
0.9699885180135108,1.4687960292741296,0.43688269407995556,0.3376746101707751,0.3190343188466654,A
-0.0665728100793255,-0.7914974240645899,-1.356674500346024,-0.43474849391238113,-0.5869016549432908,A
1.1813038393104618,0.8645087005811414,-0.4738435687506587,0.32239022263877815,0.6487976982909456,A
-0.4300985383408547,0.03613030690133464,0.9825232792111422,0.6381114361793002,-0.8381776114247687,A
0.6611563733712352,0.3085263611932142,-0.12378429181405094,-0.15636025646575394,-0.566620467013243,A
-1.9163319524463776,-2.13365352386802,-0.7106587953586663,-0.7692995669567056,0.6206182433363855,A
-0.8961469184059351,-1.1225985392341569,-0.44294729181883313,-0.7181520256386253,0.8848125332017074,A
-0.23198127535889973,-0.5280610890629849,-1.0697658759462754,-0.6153050836794829,0.32317010769119897,A
0.306252801464839,-0.01946740992080732,-0.8497045514456254,-0.4755077290668417,-0.6500379155181514,A
0.024753041355494863,0.1590324000450815,-0.9968597254281498,-0.7939601420340822,1.1298528875038794,A
0.2751139071605907,0.23734882078181102,1.5344348156923737,0.03407124465542459,-1.0584215768343141,A
1.5608747996735182,1.1565691390544974,1.027278878181965,1.028266832539017,-0.0026326378411956394,A
-0.605817693686627,-0.8310188958349577,-0.7709429310515076,0.42489490453351453,0.34505344946875177,A
0.8786538223072157,0.7555844518963922,0.8725522514019013,1.5122593159516164,1.253704356912296,A
-0.7164124143113022,-0.7351317219065469,-0.35588209803629944,0.45300034467772476,-0.1488649798186472,A
-0.9877326806161386,-0.2331613058932449,0.04883900084879806,0.2987711018672535,0.5863716539780982,A
-0.38442451472427236,-0.7549464064865676,-0.12685896874552868,0.425944066460583,0.05088380099340605,A
-0.9827449076947133,-0.1356941930837718,-0.6144493940138424,-0.06425767127806985,0.3632514190500149,A
0.6711911538903097,1.1560401327202285,0.9795337128011794,1.7478827584549368,1.404291029648006,A
0.8214845440416513,0.9509245476557318,-1.1298703880440835,-0.5741395873047586,-0.2617924635675135,A
-0.41930871660717656,0.3088620446998738,0.031132891616323533,1.3399646880319573,0.4951779729823337,A
-0.4845579356677017,-0.17809345602295945,0.008979538170598138,-1.024805892728302,0.6763877999769292,A
0.8258521077251106,0.4668302518724876,-0.5373785564407837,0.7207129032173478,-0.3471273555730268,A
1.409013609479849,0.6112273796281975,0.06025463766155898,0.7427376082965216,-0.41611402092083155,A
0.08568545319594124,0.5006449491213585,-1.3642193046478965,-1.6067813652076666,0.6258988267261203,A
-0.7384868670119398,0.32808260824779856,1.2213145212508834,1.2936795212153418,-0.04132124882722654,A
