x1,x2,classe
3.3732006806546617,1.7262847995531878,0
3.919111253293644,4.151951812612023,0
0.6104796587916925,1.4051623273391476,0
3.156571878135766,2.6126835069116168,0
2.97942286851318,1.9552388246325199,0
4.077038159625399,3.9525966839263424,0
3.0808707581925083,4.380582887055363,0
3.572579669250848,1.9475859630583068,0
3.451625631626668,1.8256134523680554,0
4.0758775012984785,2.938853496570034,0
2.7735907683346146,2.1660350327122617,0
4.497301234605226,2.810740809357436,0
2.475407696531406,2.56872623999463,0
3.6519429450010974,3.4475757436104026,0
3.5054921493082434,3.5276458139216844,0
5.6229719154941975,2.5022452930264136,0
2.3726333446620034,2.0033360246000704,0
3.7544176386820904,4.382703025453115,0
2.8604434356290813,1.971022663673718,0
1.9902208595234518,3.796810180252659,0
3.910296734321822,3.6652254044812387,0
2.184920399136854,3.2843383897614506,0
3.142910346309285,3.267837737275682,0
4.067277926575086,3.27384750162778,0
3.8314959044904935,3.0827671187699357,0
3.354097500765378,3.7731670169656475,0
1.2153558828133664,2.6084843172348844,0
2.4239135040120496,2.2175376319182734,0
2.6630209389069828,4.8309217039657435,0
1.939577781563443,4.185893948865402,0
0.9389138779936084,2.589851277019104,0
3.199330981790617,3.7179727938274967,0
3.8710711059986798,3.971647957543805,0
2.572900756238065,2.433737013155364,0
4.050801560347378,2.7657010092262118,0
1.437609717987488,1.612012296835575,0
1.8739055282302541,3.608895071537074,0
3.174435189806597,3.8456683961655047,0
2.4767245126108453,3.1941706735582125,0
3.7661886266033395,2.621129411994904,0
3.559433129577114,2.1893095984375677,0
2.5553516633804394,2.5324684721097204,0
1.5354015270580883,3.5964170483509803,0
2.425101891217504,3.0153021078342928,0
3.5887920049336537,3.546886767759129,0
3.8149269997147535,2.879380407940568,0
2.481567563255206,2.902365530035875,0
0.933445805687473,1.2276564210730216,0
1.380030433377303,1.7786270623835532,0
3.4896214338940674,1.8910191707952648,0
2.536847351387913,4.591223194480308,0
2.563667528580917,3.9032684100515165,0
1.8565565345673896,2.748391404610407,0
1.836465360539367,2.584770979058671,0
4.029163081739563,0.8844731704452218,0
3.5320581294440365,3.2911654597036475,0
2.272317888922811,1.228948059102215,0
3.088340244648562,2.351506520134869,0
3.284968996551499,3.0267633031587393,0
4.961770482248596,2.706850422813698,0
1.7464766950292203,3.219566914478219,0
3.2694398104175755,4.664658012034894,0
4.02279821547532,3.437075999441446,0
4.7921727113136425,1.5440685459182875,0
2.216467591299838,1.86518086780875,0
2.5225824427668084,1.3139107012645665,0
3.7778978646704537,2.727833891421471,0
1.1986375339974027,1.7561747287984815,0
3.383974476774872,4.026491215605677,0
5.44548591914867,6.568738111182925,0
3.5075458280610716,1.7880682624445,0
0.38878725210481724,3.3278782405183556,0
2.0043545627752173,2.491293325799669,0
2.2503375845562923,2.8275670839228564,0
4.305553820661989,3.1923444275380817,0
2.805712796912826,1.731588377689135,0
0.948940652266375,2.404396882445271,0
2.9341300967149047,5.165263094636737,0
3.15955305204691,4.203605176039368,0
2.3884902763807796,1.5487461991933162,0
1.817978195161847,2.111783096860331,0
5.606832388712196,1.994010877190565,0
4.0269353519933055,1.8941445693978345,0
4.140939269844541,3.471466721475393,0
2.8081585381776932,2.9500763051706618,0
2.1980521281725363,3.546324641035534,0
2.442761315884734,1.4989456264780916,0
1.4348525098934388,3.2113761670943193,0
4.93398391774798,3.1959489081897337,0
2.8546983185464385,3.350064098587871,0
4.599518935183916,3.2686875934184414,0
2.4967189815212327,4.3549214239242655,0
3.5251172490819846,4.880909274905993,0
3.2244154372498537,1.5003378332224924,0
1.3243540374766487,5.0219655180373435,0
5.111050751522829,2.780134764215882,0
2.5306932936564173,4.789896401748147,0
1.6441514785210345,1.9041876722383666,0
3.787911192424197,2.5167093995528695,0
2.9937270200026416,2.7998241482667274,0
3.4134426973538234,4.723806191220662,0
3.1109434001533973,3.7886607345559202,0
0.4890622337921364,2.940332387093694,0
1.9672580510566628,1.5072649550610748,0
1.9244873923036276,2.590784029589969,0
4.1217469414450445,1.3755073214973175,0
3.037515763458082,2.407015969640128,0
2.5986840581871764,4.228122503789597,0
3.659054121687202,4.637971473099317,0
2.8107699617378104,2.1476478555734384,0
2.7258300621098193,3.2969967014383452,0
3.216257315190571,1.6719012699339724,0
3.110826895962084,3.2795214768438905,0
6.083263416331146,5.2986558120661655,0
1.9549945823541095,2.648028701819372,0
1.2076569136710902,2.27653461415318,0
3.3865356095327934,4.4768630378318415,0
2.1070583089090182,2.1988375023879008,0
0.37011877343216115,2.8007757480624327,0
1.6988133977824889,2.3515717766209017,0
1.9260692590148085,2.8845524201149093,0
0.8472311673865782,1.2032438596079693,0
5.60778448038201,1.4232357962709095,0
1.6567174877714228,5.249750423001357,0
6.557966116575269,1.5651297798526296,0
2.548988978778557,3.418318409309718,0
5.11721357417247,1.7913518543985292,0
2.699597216116425,3.95204020962159,0
3.5324775199580447,2.5393047809181266,0
2.83610101053456,1.316103410001072,0
2.7082979285668953,2.6737432878086542,0
3.284348881611308,2.3198658368072556,0
3.577514387150726,4.240318504051974,0
3.1903612719257968,3.4308118571660495,0
3.06510173933303,3.0001033600058906,0
2.1162754990069974,3.3876247238092514,0
2.8808487375379457,5.563597151322151,0
4.926958347685367,3.4725635863876994,0
2.0654495958479573,1.6375797548111406,0
4.45884622288982,3.321800765961072,0
3.5880531708363783,0.8633272597517241,0
4.135875523819585,3.5565489786840723,0
1.640005714227516,2.4225024103417683,0
3.3229862935333747,3.064258442205146,0
2.642164838618697,2.8732532744370163,0
2.6913919983344186,3.1868501542641154,0
4.802202247217259,-0.14350176214453825,0
2.709918853254023,3.2161826828128155,0
3.36251712083201,2.544499523931,0
0.8484640064474656,3.4017107865184593,0
5.115563315894748,1.121411110903463,0
4.057968929541239,2.597640417857458,0
2.924893321954675,1.7104679489194965,0
2.5903765182018788,4.592222949937907,0
3.7136040194138693,5.121639754377959,0
4.442029172540913,3.537769158115364,0
5.135874866966724,3.5376546197407253,0
4.01407427310507,2.636776245654653,0
3.0815016466861302,2.1458337492266724,0
4.211987848706556,1.5568786806479407,0
3.958179569507484,2.766501095095173,0
4.434478870856404,3.9196229430355993,0
5.229827044196723,3.895012555114828,0
1.074651759267571,2.917999444869534,0
1.564590201635445,2.365239421116264,0
4.85086927315681,3.7808162652356883,0
2.143988542138655,1.7584548544115335,0
3.040149700123683,1.5100241963060785,0
2.178024387274209,3.382132000107986,0
4.414962491078651,3.745577491007676,0
0.19375492547112305,3.3727715904020443,0
3.0882227493846104,3.506910004329007,0
4.979444518695749,0.4730595020245718,0
2.2760491115351917,3.723709488314024,0
1.0629503706471242,4.807661027038833,0
3.451142872248309,4.0368493948639586,0
2.3007396786976466,3.9966529058108113,0
4.308605058425366,3.285216160822824,0
3.287081291182338,3.331101495825683,0
1.9426223147702286,2.819315005492458,0
2.8131988106073162,3.4695596690899455,0
4.224529618696341,1.7035633624139965,0
2.8468958312384616,4.814405084189945,0
2.0892941303346566,1.9929535083220349,0
3.2477734708960173,4.034156431525906,0
3.0139940029481527,4.627637667419241,0
4.049354035987529,4.031014809558128,0
3.678651343150134,5.850781197027599,0
2.7487292737552753,0.546196348072816,0
4.964802301675706,2.439434969296779,0
3.1321260209325756,4.603865485110274,0
1.0376408444498402,1.4670514937319357,0
1.0388430588411808,2.0273856516054187,0
3.5384426784953176,3.6419963721307616,0
3.3383653842305665,1.2697222292258192,0
0.17071266360008464,3.0665692749486153,0
2.4221947223559823,3.5626303679001876,0
3.859714103669229,3.1693104849276996,0
3.930969097889142,3.280725454912049,0
3.6491940296910887,2.1369550352933344,0
2.780021842066529,3.241000515193064,0
4.004938042098243,2.517767518662243,0
3.6382969235951337,2.6744153029847038,0
2.8560408333926204,4.015949192440647,0
0.5590095321776052,1.412152165289323,0
1.1847010360304013,0.141915625419049,0
2.16929910547266,3.9178653251385485,0
2.6510897007567604,3.2422423884704057,0
4.334013542926528,4.62607678131259,0
2.915323669025554,4.6577973762381415,0
3.11283165243562,1.97440082005489,0
2.272011217091245,1.1867204993280076,0
1.9122626175304616,2.561520897408241,0
3.984186631211053,5.107504025565909,0
1.3071802777097157,3.481113427093078,0
1.7255991470592082,3.5813828245598263,0
2.839452296862306,0.7576074797922554,0
4.136926979551742,2.259028479799251,0
2.346108421217242,1.6898262206141665,0
2.1986699124396325,3.5240566227585868,0
2.768223963998256,3.4025271017167595,0
3.4432619344438873,4.617473589451648,0
2.580174419744788,1.1912259630436113,0
4.307075181330674,2.594011561296915,0
4.365091380187956,3.4695391531791433,0
2.8393899824364937,3.427161487498216,0
5.38949262703526,5.543771250938773,0
3.0849741894251976,3.196192607610264,0
4.318119613242632,1.9642809871824771,0
3.4079262306766935,2.968324609608934,0
3.3844574720703453,1.979335828935733,0
1.0531853648390563,0.4611241682899512,0
1.631489538241538,2.438239797136476,0
2.6409151079167663,5.372613930885517,0
4.354559707587064,1.8216838394491834,0
3.4258541438788157,2.501433017774806,0
2.6517268477511653,3.2269766386588046,0
3.7583266500294146,2.584494911786966,0
4.302946708638487,1.6014170140860822,0
3.0077637341176198,6.181487574196922,0
3.273215770691661,4.755322116569936,0
3.112088868846481,3.7113037689268724,0
2.9304550738863195,2.791294188922895,0
2.0453329322705183,3.5270093825360944,0
1.9570841947455215,3.815172104648831,0
4.329199692683069,3.4489074612177393,0
2.649418331635329,3.555992015046637,0
2.62195425828276,4.145806543858585,0
0.756994790922175,2.588966597095459,0
0.5617632190670268,1.1689319157607796,0
4.670383271249282,4.096373215616595,0
2.118820274216829,1.1598165979657737,0
-0.6307914902390297,2.3343566640351394,0
5.964390872889216,3.53262228112397,0
2.3146667124880205,3.5696046013712257,0
1.0882242627141947,2.6358547363911695,0
3.121834524895021,2.894548668258698,0
3.968535741804999,3.422102473282199,0
3.8185288630953313,2.156919577729754,0
4.099594816907164,4.995032172422753,0
1.8118143513239189,1.9127992983069992,0
4.635995015193423,2.7656524336236044,0
4.719323050283316,2.458006656452422,0
4.782059607178573,3.1610365797932114,0
3.3162644270099557,4.916380372214208,0
2.556923463129365,1.8473655396626043,0
2.4506232867274433,3.5539936862064803,0
1.0823446065120623,3.780739218683328,0
2.34014259189478,4.405777669551766,0
0.06764197079668532,2.0366576009290194,0
0.934506781010779,1.9880796984781397,0
3.3033275422017545,2.7804931096635914,0
2.68967712190525,2.805039145174141,0
3.2490987046006343,1.7648006550166064,0
3.8657104725360987,3.811596748675352,0
3.471573239435504,3.681611479767514,0
3.3630364262785535,5.492445590425817,0
2.8933318606753367,2.6239014032543038,0
2.077120960505188,1.7357415882808092,0
1.4758395605440602,1.9114500489138089,0
2.9134345650636253,3.409426244158768,0
3.0626359739241686,2.062414595098622,0
4.1024964280893235,3.905591878242535,0
2.804471554258537,2.2003443003731253,0
3.6716842833642493,3.2302196872306848,0
1.2264135659090634,2.916741530127213,0
3.320927016959028,1.8981034244313728,0
3.232509721745237,1.2182136223953572,0
4.636487073214635,4.528420343954749,0
2.6907306898749686,3.445138836253431,0
0.048460431932666914,1.5837691335443702,0
2.64019577422072,1.6869105805578857,0
3.87495342824209,5.446178682681818,0
1.558947156775109,1.9743209908685184,0
3.2883641815651052,4.973206240091081,0
1.5029033297959344,3.3050057135866755,0
5.23062642680475,0.9770164544933029,0
1.4310170590178766,2.4811899812494933,0
2.3624120112494484,3.995229259662477,0
3.2959715024725,0.8261243205386517,0
3.6312462476146408,2.2926622096819624,0
4.560872692808067,2.2313653833996008,0
2.220308696971032,3.6627481650807194,0
3.9343902964909887,3.5488073978546986,0
0.9355733303015357,3.658954920934171,0
1.7332365182727534,3.288153211028681,0
1.2562885520214016,3.5466307611918473,0
2.0121221286794704,1.4290997902242817,0
3.874247551252863,3.295952888623475,0
2.2480350613406372,4.777323852810497,0
2.4603132066161737,3.0393237090282152,0
3.329350365892597,2.2410673251999023,0
3.5770217590680065,2.3466569736781984,0
2.4958480759974595,4.668889584638638,0
1.725547568943779,0.04495966389960593,0
4.972986822775796,6.122276335450646,0
2.503648545608294,0.6278675430342942,0
2.6197363425047495,2.6494499101080686,0
2.767391749752999,1.6363837057874928,0
3.709814536905916,3.642387717888697,0
1.1697343813475356,3.8563376112370746,0
5.514015404220766,3.2106075352350816,0
2.5868627377652604,2.826082291433268,0
3.753532569933715,0.8803688270919872,0
3.201336670375909,2.5217812804321187,0
5.263114207847012,2.7866828375361252,0
5.0427367977762,1.648199241045313,0
3.7192426527194176,3.391183834999428,0
1.9356388401806328,3.2172649816063874,0
4.485026226875197,2.6034377707758436,0
0.9277774228432061,2.978490018344608,0
1.8947619428275444,2.5807196911040275,0
